city,r_name,username,text,address,star,src,time,friend_count,review_count,photo_count
Los Angeles,Bottega Louie,Christina K.,Excellent food. Fast service and at a reasonable price. The employees were very friendly.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/zCNJ_FeyFyTsEdL7gpy8gg/60s.jpg,9/27/2016,0,6,
Los Angeles,Bottega Louie,Kay M.,"Came here several times, still was not impressed. Sandwich was ok, but the Napolean and eclaires were NOT fresh, even though they charge $4.95 per piece. The dough is hard and chewy, cream is not a bit sour. The best part was the display.  The look is much better than the actual taste!","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/19/2016,0,3,
Los Angeles,Bottega Louie,Kyle B.,pas mal.,"Montpellier, France",3.0,https://s3-media0.fl.yelpcdn.com/photo/nEPeYc2muNLyQnIqW9UEtw/60s.jpg,8/28/2016,3,1,
Los Angeles,Bottega Louie,Lynn D.,"Love the ambiance but definitely overpriced. I've been there thinking second time around, ordering different dessert will blow away my flavor palete but it really didn't. Hard to find parking, expensive but trendy!","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/2WCEK7fM7wYXeRUnlYOgrg/60s.jpg,8/25/2016,0,4,
Los Angeles,Bottega Louie,Eddie S.,"The chicken sandwich was amazing!! We started off with their popular fries and they were pretty good. My friend had the burger and said to definitely get it next time, which I will. However I was super happy with my chicken sandwich, it was perfectly cooked (not dry at all) and all the added toppings inside went so well together.","Downtown, Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/bRKuaOAMYonGcfhJlYwXmA/60s.jpg,8/12/2016,458,18,
Los Angeles,Bottega Louie,Miguel G.,Came in to get Macroons but they were overpriced.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/JyuCCMvkH1Ge2zi-nXWCZw/60s.jpg,8/8/2016,0,10,
Los Angeles,Bottega Louie,Isaiah T.,"I found the food was good, but not excellent. The building architecture is what is impressive. It's marble and very open. The problem with this is that there is not a way to contain the sound. It's incredibly loud. I could barely hear my wife over our night out. It kind of ruined the vibe for any romance over dinner. When you're shouting at each other to be heard it ruins the sexy vibe, if you know what I mean.","Compton, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/duJt6ZKrEqMpGLTp3gZU5Q/60s.jpg,7/30/2016,0,11,
Los Angeles,Bottega Louie,Gisela U.,A bit overprice!   Great ambiance.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/29/2016,0,3,
Los Angeles,Bottega Louie,Johnny S.,"Ok, this place is really nice. Service is pleasant, not amazing and not bad. However, this place is always packed regardless of the day. They have really good pizzas and macaroons! They are amazing! Also, very good place to stop by and have a cocktail with bread and butter! The rest of the food isn't something that I care for. Overall, its a good place to stop by for macaroons and cocktails. Not really caring for the dinner and the options provided.","Beverly Hills, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/28/2016,0,11,
Los Angeles,Bottega Louie,Latassha F.,"What sold me was the CHOCOLATE SOUFFLÉ, it is a MUST. Definitely worth the 20 minutes, maybe try to tell them you want to order it ahead of time so they can have it ready. I love the lava cake from Chillis (I know... I am basic), but this is in an entirely different league! The cake is so soft you can barely taste the chocolate but it combined with Crème Anglaise to make it amazingly good.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/jIK5i88DrTxSJv1tDZUOfQ/60s.jpg,7/25/2016,0,5,
Los Angeles,Bottega Louie,Susan C.,Ambience and service is fine but I wouldn't say that the food is great. It is ok to there for a change of atmosphere but you won't think the food is good.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/NCiSSKC8FcQJsH890X5_sw/60s.jpg,7/19/2016,0,6,
Los Angeles,Bottega Louie,Ladomela D.,okok,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Gr687aW47w-Jw5TUtYl9qg/60s.jpg,7/18/2016,19,5,
Los Angeles,Bottega Louie,Steve P.,"Nice food, but really, really, really, really, really loud.","Torquay, United Kingdom",3.0,https://s3-media0.fl.yelpcdn.com/photo/KBHJzcCSjBnBspaUNBmeUg/60s.jpg,7/8/2016,1069,47,107
Los Angeles,Bottega Louie,Martha C.,It was okay,"Nashville-Davidson metropolitan government (balance), TN",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/6/2016,0,54,
Los Angeles,Bottega Louie,Veronica S.,"The macaroons are delicious but so over priced. The atmosphere is really lovely though, but good luck with finding parking.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,6/22/2016,0,17,1
Los Angeles,Bottega Louie,Dallanara G.,Came here for lunch. The waitress forgot to put our order in so our lunch turned into 2hours.,"Redondo Beach, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/vRE6dPd4MgDG1hmqUF_WrA/60s.jpg,6/21/2016,16,2,
Los Angeles,Bottega Louie,Bill C.,"I don't get what the big deal is about this place.  For Italian food I prefer Macaroni Republic in DTLA on Broadway.  Bottega Louie is very loud, trendy, hip, the view of the turn-of-the-century architecture outside their windows is quite nice and a conversation starter.  The food is more than adequate just not outstanding.  There is some sort of Euro deli where you can buy charcuterie, cheeses and French macaroons.  People who care less about their palate and more about being in a cool, well-known place I send here.","Sagaponack, NY",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,6/12/2016,2,10,
Los Angeles,Bottega Louie,Elizabeth N.,Many friends were telling me to come here. The place and atmosphere was cool. But I was expecting much better food and service. The dessert was the highlight. I may try it again or not. I am not too sure yet.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Ry7xs8aHKgSYNkTgpgg8ow/60s.jpg,6/10/2016,2,7,
Los Angeles,Bottega Louie,Mike R.,"Their food is extremely good. Beware though: they will refuse to serve you if you're not dressed in business casual or more formal. Went here alone, with a small group of women friends, and in a group of friends from culinary school (from all walks of life). They refused to serve us in the latter group. Be careful.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/PQ-KREcvrl1Gj8FpT2KMCw/60s.jpg,5/23/2016,14,34,2
Los Angeles,Bottega Louie,Dawn S.,Great place. I think it's worth the trip.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/kdI8ecFJ02UxGIv30LVrSQ/60s.jpg,5/20/2016,0,4,
Los Angeles,Bottega Louie,Jon T.,Good food.  Great atmosphere,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/nrdrrHAVj7EJ46Qv546FgQ/60s.jpg,5/19/2016,0,2,
Los Angeles,Bottega Louie,Chandrika G.,Very average everything except for the macaroons. Did not live up to the hype!,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/HYc5pwb5JlRSB7EZWGuSTg/60s.jpg,5/13/2016,0,17,
Los Angeles,Bottega Louie,Syed A.,"This place is always solid, but not always worth the wait Its very crowded and the front desk staff can be a little snobbish. Its definately a place to go check out if you have never been, but not somewhere i frequent. There are a lot of great places in downtown.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,4/12/2016,0,9,
Los Angeles,Bottega Louie,Maria C.,"It's a good place and I would go back more often, but I don't like that they don't take reservations.","Walnut, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Bc_bybReKCtg3YzUJmzLtA/60s.jpg,4/12/2016,1,61,30
Los Angeles,Bottega Louie,Zsófia Réka N.,I only tried their macarons but it wasn't as good as I expected.,"San Francisco, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,4/6/2016,9,8,
Los Angeles,Bottega Louie,Ana M.,"I ordered pasta (orecchiette) and it was Ok. Nothing special. Portion was very small, flavor kinda plain and service mediocre. I would go back if the dish was like $10-$15 or something but it was over $20 so I don't think I am going back.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,4/2/2016,2,25,4
Los Angeles,Bottega Louie,Joe B.,"Food is good, but ridiculously loud.  Too noisy to ever go back.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,3/27/2016,0,72,
Los Angeles,Bottega Louie,SJ K.,"The place is very eye friendly. Beautiful decor, nice/clean servers and the dessert area is truly remarkable. However, the food was way below expectation. Had the cioppino, crab beignettes and spaghetti bolognese. Decent but not up to par in comparison to other restaurants with the same average ticket price.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/yYiRCUs9b2F-1m-AlSnemw/60s.jpg,3/24/2016,32,18,7
Los Angeles,Bottega Louie,Ivette B.,"Food not that good,no flavor,service not good either,3 stars only for bakery,cakes are good and macaroons!!","Alhambra, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/uPqHAj_XvURMAdX0pfYfrw/60s.jpg,2/29/2016,0,16,14
Los Angeles,Bottega Louie,Aro B.,Plan on waiting for an hour to be seated.  Food is good but not worth the wait.  Service is hit or miss,"Pasadena, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/haQO516vpXOb9f7XRT65NQ/60s.jpg,1/29/2016,0,221,58
Los Angeles,Bottega Louie,Larry L.,Good food but typical LA service. Felt a little rushed out. I know they wanted to turn the tables quickly.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/dr2iJMVxiDuLYrhSnX1nQg/60s.jpg,1/26/2016,0,17,
Los Angeles,Bottega Louie,Jack B.,"The portions are kind of small to my taste.The service is OK and the order arrived quickly. Everything is a bit overpriced though.Overall, Just OK...","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/th4blSTtUO1tUnU5zOCg_Q/60s.jpg,1/18/2016,1,7,1
Los Angeles,Bottega Louie,Korey D.,very clean and nice place I say! And their Pastries such lovely to look at like I dont wanna eat them but once you get to taste..it was Awesome!! I wanna live here inside lol,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/5kbf_4EOEgDBhkERG08Lxg/60s.jpg,1/16/2016,0,2,
Los Angeles,Bottega Louie,Charles D.,Nothing special. 1 star for the building. 1 star for the food. 1 star for free water. Nothing special,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/X1FWmg7Ly59sPjFVYvoatA/60s.jpg,1/11/2016,0,4,
Los Angeles,Bottega Louie,Evelyn R.,Very expensive! no parking and always full.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/m2rUCH8DEKDDjy3g5t5FKA/60s.jpg,1/6/2016,252,4,
Los Angeles,Bottega Louie,Nancy G.,Fun and delicious. But loud and crowded at times as well.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/MGk4J6bAdfCVcBiCtiXdcg/60s.jpg,12/29/2015,5,5,
Los Angeles,Bottega Louie,Jennifer H.,"This is an overall O-K place to dine at. I absolutely love their sweets, especially the princess cake. Th princess cake has a macaroon on the bottom and it tastes great! Although, when I dined here, I found their service and food to be bad. I did not like their foods; I got a pizza and it tasted very bad in my opinion. Their portions are also very small compared to the prices they have. The only reason I come here is to eat their desserts, but I do not recommend to dine there.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/sGefRhByNlg3qbNhghQMFQ/60s.jpg,12/25/2015,8,7,
Los Angeles,Bottega Louie,Anne E.,amazing place. loved it!,"Pasadena, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Q9Rh-kekde69c0wDVCCqKw/60s.jpg,12/24/2015,0,5,
Los Angeles,Bottega Louie,DG B.,"I would have given 5 stars for the macarons, except that when I got home, there were only 5 macarons and not the 6 I paid for.","Jacksonville, FL",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,12/20/2015,0,19,
Los Angeles,Bottega Louie,James S.,The place is great! The people are great! Just do not like the texture of some of the sweets!,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/J_ukR37vYl5qMkB6QY1Lbw/60s.jpg,12/10/2015,0,2,
Los Angeles,Bottega Louie,Kelvin B.,"Good food but I wait too long, was waiting with my girlfriend for like 30mins.","Artesia, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/boHsPE4VrYpWTI44UPy5MQ/60s.jpg,12/10/2015,0,6,
Los Angeles,Bottega Louie,Darren E.,"It's good. Not great. Not exciting. Not worth what you pay for. But it is good, clean, and worth a visit every now and then.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/pmXDjwhkNf_QNjkzbJpyPg/60s.jpg,12/9/2015,525,55,2
Los Angeles,Bottega Louie,Carla J.,"So, so, so unspectacular.Pretty cool place to visit and see once but this food is just not good. The entrees, the salads, and the desserts - all of them are average.I always wanted to come here and now I'm disappointed that I did. In full disclosure, I'm not a big macaroon fan, so it is possible that those are great. I wouldn't know and I won't be back to find out.","Woodland Hills, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/-FC_F5E2ayHCaJ9-0xMCXw/60s.jpg,12/9/2015,21,18,
Los Angeles,Bottega Louie,Donald M.,Way too noisy.,"Glendale, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,11/26/2015,0,2,
Los Angeles,Bottega Louie,Hani A.,Service was greae but food is not!Stay away from the hangar steak.Pizza is food And so is salads...,"Irvine, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/UsuP1OsbUm6FXHeh7pfxdw/60s.jpg,11/25/2015,136,13,102
Los Angeles,Bottega Louie,Renee L.,wait there twice at the weekend. It is hard to get a table,"Reseda, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Xl7qVyHTFXG9mi3cVjLZfw/60s.jpg,11/22/2015,91,17,4
Los Angeles,Bottega Louie,Stev T.,average. not bad not great,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,11/21/2015,0,5,
Los Angeles,Bottega Louie,Jane Liz Lee A.,"3-star for over rated overpriced macaroon. Seriously Bouchon has better ones.5- star for the ambience tho.2-star for the parking, its actually non-existent.","Gardena, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/zLKQEQPxceszqF6TKfTXrg/60s.jpg,10/29/2015,0,3,1
Los Angeles,Bottega Louie,David B.,"Pretty good. Over-priced, for what it is. I've had better. But it's cute.","Brea, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/VupGXMKiCsQYzD6fzAwDgQ/60s.jpg,10/26/2015,0,40,
Los Angeles,Bottega Louie,Robert A.,Decent Food...Too Loud,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,10/25/2015,0,3,
Los Angeles,Bottega Louie,Lily S.,Pretty expensive even for downtown. Nice place though with good eats.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/6vMJUw0BZ1AwP5SaqBNi7A/60s.jpg,10/23/2015,0,6,
Los Angeles,Bottega Louie,Mike R.,"Super good, super expensive and beautifully presented and fun to go.  It's tough to be a regular at this place cause it's so expensive.  I have to ban myself even though I'd love to eat there more.","Sherman Oaks, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,10/23/2015,91,7,2
Los Angeles,Bottega Louie,Mary K.,What was all that hype about?,"Corona, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/IxAOIp1c5SauUcDJVD6bEQ/60s.jpg,10/22/2015,16,30,3
Los Angeles,Bottega Louie,Manny R.,"I have yet to try the actual food, but I'd say I enjoyed the macarons. I got the 5 flavor packet, which was pricey and as expected. I think the only reason why bottega's macarons are so highly praised is for the creative flavors and the fancy packaging. Sorry but I dont think I would buy again. Be back for the food!!","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,10/11/2015,0,4,
Los Angeles,Bottega Louie,John B.,"Used to be a five star restaurant over the years it's sort of dwindled down. The atmosphere is great and the pastry section is just awesome goodness. For italian, i'll pass. Go to Drago instead unless you want the hype of Bottega.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/29/2015,0,7,
Los Angeles,Bottega Louie,Brass A.,hello how has your weekend been?????,"Atlanta, GA",3.0,https://s3-media0.fl.yelpcdn.com/photo/ST3EWx9bgD4GuV6SskR3hg/60s.jpg,9/27/2015,1,3,1
Los Angeles,Bottega Louie,Vanessa S.,"I find Bottega Louie the absolute cutest place! From ideas, to decoration, to being creative with the choice in food overall. I just feel that it may be over rated as far as taste. The scenary is really cool, I just wouldn't go to eat because I'm hungry or because its good catering.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/L75LujegGiSAZizaVUrWTQ/60s.jpg,9/8/2015,0,4,
Los Angeles,Bottega Louie,Maria K.,its really great as i experienced,"Hialeah, FL",3.0,https://s3-media0.fl.yelpcdn.com/photo/hNuA1Cv2F3n0lClspNqDvg/60s.jpg,9/7/2015,0,4,
Los Angeles,Bottega Louie,Seraphine C.,The thing that ruins this restaurant for me is that it sounds like an overly noisy cafeteria!,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Zg4lHlw3SuUJRN1p-kIhaQ/60s.jpg,9/3/2015,3,4,
Los Angeles,Bottega Louie,Kim H.,"Noisy, crowded and the quality of food used to be better.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/_U-ees9leu5UR2ZGRF2bTA/60s.jpg,9/3/2015,0,12,2
Los Angeles,Bottega Louie,Ana S.,their food is very good and service is ok. very loud so be prepared!,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/NXK4VBaeqbCB6dNbgmJ5aA/60s.jpg,8/30/2015,2,51,6
Los Angeles,Bottega Louie,James H.,"Kinda expensive for what you get.  The prices were better when this place first opened.  It's kinda loud cause the ceilings are high and no separation between the tables.  Not an ideal place to take your date but a cool spot to go with a group of friends.  Oh wait, might be hard getting a big table because this place is always packed.  Plan on waiting at least 20 minutes.  Grab a drink at the bar while you wait.  Service is friendly enough.  The Portobello mushroom fries are tasty with the sauce.  Mushroom pizza is also a good choice.  No opinion on the wine because I don't drink.  Designated driver and all.  :)","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/moKz6DlKh9gRABjVCwvrPQ/60s.jpg,8/26/2015,3,6,
Los Angeles,Bottega Louie,Arous O.,"Food is different and quite good, BUT TOOOOOO loud.","Pasadena, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,8/18/2015,0,6,
Los Angeles,Bottega Louie,Max D R.,"Food was really quite good, as was the service. But it's so hip and busy, that it's really hard to have a conversation, and we came with friends that we only really get to see once a year so we'll be smarter about picking out a place next year. It has to do with the acoustics as well, given the type of building it is and the way they've chosen to furnish and decorate it. It's a beautiful place to look at, though, esp. with all those lovely macaroons!!!!","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/MfhOpr8RA7r0Zy-9POch6A/60s.jpg,8/9/2015,0,4,
Los Angeles,Bottega Louie,Kyna L.,"Overrated. Nice atmosphere, high prices","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/JVGhuNV_gty4J4sIljba5g/60s.jpg,8/5/2015,0,2,
Los Angeles,Bottega Louie,Allen W.,"nice, fancy place, but a little extravagant. this is a place for people who have money to burn--the buff and the beautiful--maybe a little bit of that could go towards one of the many good causes out there in the world","Beverly Hills, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,8/3/2015,0,5,
Los Angeles,Bottega Louie,Harold D.,A little on the pricey side for me!  But definitely gets the job done,"Beverly Hills, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/GQACGcucy3-Nhld8A0bXGQ/60s.jpg,8/2/2015,13,12,
Los Angeles,Bottega Louie,Jc J.,Food is good but not great. Would taste better if it was hot like its supposed to be. The beignets are really good but the other desserts are just ok.,"Santa Monica, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/31/2015,0,5,
Los Angeles,Bottega Louie,mike k.,Great atmosphere. Great atmosphere. Ver loud inside and foods are overpriced. Expect to wait more than 1 hour.,"Pleasanton, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/25/2015,146,8,2
Los Angeles,Bottega Louie,Jim S.,Fantastic,"Beverly Hills, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/24/2015,0,3,
Los Angeles,Bottega Louie,Mel E.,Food is ok compared to the selection in DTLA nowadays. They need to work on their sound proofing! I always feel like I'm in a high school cafeteria.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Xt94Vdf7bVr7-DYhx7VWYw/60s.jpg,7/22/2015,0,11,
Los Angeles,Bottega Louie,Rae M.,Food was good but the restaurant was very noisy!  Too loud to converse!,"Blairsville, PA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,7/15/2015,0,1,
Los Angeles,Bottega Louie,Thuan P.,"This place is all hype. It was so salty, me and the food. The food is mediocre at best.","Santa Monica, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/ONgmnMOeMGxMCTYbx6ECjQ/60s.jpg,7/5/2015,11,4,
Los Angeles,Bottega Louie,Sravya A.,Menu quite limited for vegetarians & Menu never changes.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/wBfa_-USPwdAjp3IlQ6W9w/60s.jpg,7/1/2015,399,7,2
Los Angeles,Bottega Louie,Jamie A.,"The place is great lots of pretty things to look at , down side its very crowded ! the pizza was great and mostly i enjoyed the service thank you guys def will see you next time in dtla!!!","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,6/21/2015,0,2,
Los Angeles,Bottega Louie,Tianran C.,pasta is plain,"Pittsburgh, PA",3.0,https://s3-media0.fl.yelpcdn.com/photo/MA3_1GN6sDSKdIyHbDd38w/60s.jpg,6/13/2015,45,244,15
Los Angeles,Bottega Louie,Boris F.,An Alright place,"Bethpage, NY",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,6/5/2015,2,13,
Los Angeles,Bottega Louie,John R.,"Food is okay, but not good enough for the prices.","Calabasas, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/7WxOfdLLDhmVkcPbRwh7bA/60s.jpg,6/5/2015,0,9,
Los Angeles,Bottega Louie,Clifford J.,"Great food, just too damn noisy.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/p5X-HqjrsDpzNTuNZLZ6tg/60s.jpg,6/5/2015,517,38,5
Los Angeles,Bottega Louie,Lenora E.,oh so delicious.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/U_2gxS_9mLw8th7-fo4jdA/60s.jpg,5/31/2015,5,6,
Los Angeles,Bottega Louie,Rob S.,Horribly crowded and not worth the wait.,"Santa Monica, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/A4-h8PFatC9oS9_IwvHMZg/60s.jpg,5/30/2015,0,18,2
Los Angeles,Bottega Louie,Rabecca C.,nice for an afternoon. good food nice service,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/6pbBwpYwmuDD0K-iwsDOhg/60s.jpg,5/30/2015,0,9,
Los Angeles,Bottega Louie,John C.,"Kind of expensive. Food is pretty bland. But it is definitely worth looking at. Nothing like this exists anywhere else in Los Angeles. If you've never been here, give it a shot. Just don't expect the best meal of your life. Or the cheapest.","Beverly Hills, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/Fyow5sf3boT86AV-Ylwlrw/60s.jpg,5/23/2015,20,19,
Los Angeles,Bottega Louie,Brad W.,Great looking place but the food was ok I had there macaroons they where great service is good to,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,5/21/2015,0,4,
Los Angeles,Bottega Louie,Montana R.,"I just dont get why this place is so popular. Sure the food is good ish, but the wait is super long, its in a really busy area, and the servers are average.There are many places that i would prefer. We got the brussel sprouts last time and they were ok. Make sure you get a pizza and try a pastry!","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/8BuzJhCR9b7i6xM_rBPzRg/60s.jpg,5/18/2015,29,14,
Los Angeles,Bottega Louie,Lacie P.,Steak was mediocre to be honest,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/zb7ayW12tf8k0gdYR97nzw/60s.jpg,5/13/2015,531,64,72
Los Angeles,Bottega Louie,Shammara H.,My food was cold and out of 5 of us all ordering something different the lasagna was the best! Not worth the wait!,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/PWIAEuTCcLpvcR_gFoanYw/60s.jpg,5/13/2015,3,13,10
Los Angeles,Bottega Louie,David G.,Feels a bit like Disneyland to me.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,5/12/2015,2,29,
Los Angeles,Bottega Louie,David C.,"The food was good, but not memorable. The service was sub par. I would come back here for the desserts. The macarons are amazing. Expensive, but amazing.","Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/photo/JGjjcCP8uAt67Y1_oOqa9A/60s.jpg,5/11/2015,0,6,
Los Angeles,Bottega Louie,Kate P.,"This is one of my favorite places to eat in downtown.  But lately, it's gone downhill, to the point that it's dropped off of my top places to eat in LA.  For one, quality control has gone WAY down.  Recently, my pasta came out uneven/cold and hard.  The flavors were off and you could tell it was rushed.  The best things there still are the macaroons! I love their boxes.","Anaheim, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,5/5/2015,0,2,
Los Angeles,Bottega Louie,Fransisco V.,This was a great experience.,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,5/4/2015,0,9,
Los Angeles,Bottega Louie,John S.,Nice place to buy bottega,"Los Angeles, CA",3.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,5/4/2015,1,27,1
